year,volume,issue,date,title,author,pages,doi,link,abstract
1949,4,1,3/1949,THE FLOW OF SAVINGS. II*,Homer Jones,,https://doi.org/10.1111/j.1540-6261.1949.tb02335.x,https://doi.org/10.1111/j.1540-6261.1949.tb02335.x,
1949,4,1,3/1949,THE DEMAND FOR FUNDS BY AMERICAN BUSINESS ENTERPRISES: RETROSPECT AND PROSPECT. II*,Neil H. Jacoby,,https://doi.org/10.1111/j.1540-6261.1949.tb02336.x,https://doi.org/10.1111/j.1540-6261.1949.tb02336.x,
1949,4,1,3/1949,"COMMON STOCKS AS INVESTMENTS FOR AMERICAN LIFE INSURANCE COMPANIES, A NON‐ACADEMIC VIEW II*",S. H. NERLOVE,,https://doi.org/10.1111/j.1540-6261.1949.tb02337.x,https://doi.org/10.1111/j.1540-6261.1949.tb02337.x,
1949,4,2,6/1949,POSTWAR COMMERCIAL BANK LENDING POLICIES,William E. Dunkman,,https://doi.org/10.1111/j.1540-6261.1949.tb02338.x,https://doi.org/10.1111/j.1540-6261.1949.tb02338.x,
1949,4,2,6/1949,"NOTES ON FEDERAL RESERVE POLICY, AUGUST, 1945—JUNE, 1948",Charles C. Abbott,,https://doi.org/10.1111/j.1540-6261.1949.tb02339.x,https://doi.org/10.1111/j.1540-6261.1949.tb02339.x,
1949,4,2,6/1949,DISCUSSION,R. J. Saulnier,,https://doi.org/10.1111/j.1540-6261.1949.tb02340.x,https://doi.org/10.1111/j.1540-6261.1949.tb02340.x,
1949,4,2,6/1949,DISCUSSION,John H. Wills,,https://doi.org/10.1111/j.1540-6261.1949.tb02341.x,https://doi.org/10.1111/j.1540-6261.1949.tb02341.x,
1949,4,2,6/1949,CURRENT TRENDS IN INSTITUTIONAL INVESTMENTS,F. J. McDiarmid,,https://doi.org/10.1111/j.1540-6261.1949.tb02342.x,https://doi.org/10.1111/j.1540-6261.1949.tb02342.x,
1949,4,2,6/1949,CURRENT TENDENCIES IN COLLEGE INVESTMENTS,J. Parker Hall,,https://doi.org/10.1111/j.1540-6261.1949.tb02343.x,https://doi.org/10.1111/j.1540-6261.1949.tb02343.x,
1949,4,2,6/1949,POSTWAR CHANGES IN COMMERCIAL BANK INVESTMENTS IN U.S. GOVERNMENT SECURITIES*,J. Brooke Willis,,https://doi.org/10.1111/j.1540-6261.1949.tb02344.x,https://doi.org/10.1111/j.1540-6261.1949.tb02344.x,
1949,4,2,6/1949,TRENDS IN INVESTMENT POLICIES OF INDIVIDUALS,Paul L. Morrison,,https://doi.org/10.1111/j.1540-6261.1949.tb02345.x,https://doi.org/10.1111/j.1540-6261.1949.tb02345.x,
1949,4,2,6/1949,DISCUSSION,Wilford J. Eiteman,,https://doi.org/10.1111/j.1540-6261.1949.tb02346.x,https://doi.org/10.1111/j.1540-6261.1949.tb02346.x,
1949,4,3,9/1949,BUSINESS INCOME TAXATION AND ASSET EXPANSION,S. P. Dobrovolsky,,https://doi.org/10.1111/j.1540-6261.1949.tb02347.x,https://doi.org/10.1111/j.1540-6261.1949.tb02347.x,
1949,4,3,9/1949,DISCUSSION,R. J. Musgrave,,https://doi.org/10.1111/j.1540-6261.1949.tb02348.x,https://doi.org/10.1111/j.1540-6261.1949.tb02348.x,
1949,4,3,9/1949,FEDERAL INCOME TAXATION and EXTERNAL VS. INTERNAL FINANCING,J. Keith Butters,,https://doi.org/10.1111/j.1540-6261.1949.tb02349.x,https://doi.org/10.1111/j.1540-6261.1949.tb02349.x,
1949,4,3,9/1949,DISCUSSION,F. J. Calkins,,https://doi.org/10.1111/j.1540-6261.1949.tb02350.x,https://doi.org/10.1111/j.1540-6261.1949.tb02350.x,
1949,4,3,9/1949,THE EFFECTS OF FEDERAL INCOME TAXATION ON THE FORM OF EXTERNAL FINANCING BY BUSINESS,Paul L. Howell,,https://doi.org/10.1111/j.1540-6261.1949.tb02351.x,https://doi.org/10.1111/j.1540-6261.1949.tb02351.x,
1949,4,3,9/1949,DISCUSSION,M. D. Ketchum,,https://doi.org/10.1111/j.1540-6261.1949.tb02352.x,https://doi.org/10.1111/j.1540-6261.1949.tb02352.x,
1949,4,3,9/1949,THE TEACHING OF MONEY AND BANKING*,Fritz Machlup,,https://doi.org/10.1111/j.1540-6261.1949.tb02353.x,https://doi.org/10.1111/j.1540-6261.1949.tb02353.x,
1949,4,3,9/1949,CONFERENCE ON THE TEACHING OF BUSINESS FINANCE*,R. Miller Upton,,https://doi.org/10.1111/j.1540-6261.1949.tb02354.x,https://doi.org/10.1111/j.1540-6261.1949.tb02354.x,
1949,4,3,9/1949,UNIVERSITY COURSES IN FINANCE,Francis J. Calkins,,https://doi.org/10.1111/j.1540-6261.1949.tb02355.x,https://doi.org/10.1111/j.1540-6261.1949.tb02355.x,
1949,4,4,12/1949,"BANK SUPERVISION, MONETARY POLICY, AND GOVERNMENTAL REORGANIZATION*",G. L. Bach,,https://doi.org/10.1111/j.1540-6261.1949.tb02356.x,https://doi.org/10.1111/j.1540-6261.1949.tb02356.x,
1949,4,4,12/1949,THE INVESTMENT ADVISERS ACT OF 1940,H. Lawrence Wilsey,,https://doi.org/10.1111/j.1540-6261.1949.tb02357.x,https://doi.org/10.1111/j.1540-6261.1949.tb02357.x,
1949,4,4,12/1949,BANK LIQUIDITY AND THE NEW DOCTRINE OF ANTICIPATED INCOME,Herbert V. Prochnow,,https://doi.org/10.1111/j.1540-6261.1949.tb02358.x,https://doi.org/10.1111/j.1540-6261.1949.tb02358.x,
1949,4,4,12/1949,A SUGGESTION FOR THE CONTROL OF PEACETIME INFLATION*,David Gordon Tyndall,,https://doi.org/10.1111/j.1540-6261.1949.tb02359.x,https://doi.org/10.1111/j.1540-6261.1949.tb02359.x,
1949,4,4,12/1949,COLLEGE REVENUE BONDS TO FINANCE SELF‐SUPPORTING PROJECTS,J. G. Taylor,,https://doi.org/10.1111/j.1540-6261.1949.tb02360.x,https://doi.org/10.1111/j.1540-6261.1949.tb02360.x,
1949,4,4,12/1949,THE USE OF AVERAGE MATURITY IN THE ANALYSIS OF COMMERCIAL BANK INVESTMENTS,Robert B. Rivel,,https://doi.org/10.1111/j.1540-6261.1949.tb02361.x,https://doi.org/10.1111/j.1540-6261.1949.tb02361.x,
1950,5,1,3/1950,RECENT DEVELOPMENT AND EVALUATION OF DIRECT CONTROLS*,Robert C. Turner,,https://doi.org/10.1111/j.1540-6261.1950.tb02467.x,https://doi.org/10.1111/j.1540-6261.1950.tb02467.x,
1950,5,1,3/1950,THE PRESENT STATUS OF MONETARY AND FISCAL POLICY,Paul W. McCracken,,https://doi.org/10.1111/j.1540-6261.1950.tb02468.x,https://doi.org/10.1111/j.1540-6261.1950.tb02468.x,
1950,5,1,3/1950,DIRECT VS. FISCAL‐MONETARY CONTROLS: A CRITIQUE1,Everett E. Hagen,,https://doi.org/10.1111/j.1540-6261.1950.tb02469.x,https://doi.org/10.1111/j.1540-6261.1950.tb02469.x,
1950,5,1,3/1950,CAPITALISM AND ECONOMIC STABILITY: DIRECT VERSUS MONETARY AND FISCAL CONTROLS,"William W. Tongue, Richard C. Youngdahl",,https://doi.org/10.1111/j.1540-6261.1950.tb02470.x,https://doi.org/10.1111/j.1540-6261.1950.tb02470.x,
1950,5,1,3/1950,DISCUSSION,Richard C. Youngdahl,,https://doi.org/10.1111/j.1540-6261.1950.tb00098.x,https://doi.org/10.1111/j.1540-6261.1950.tb00098.x,
1950,5,1,3/1950,THE MOVEMENT OF DEBT TO INSTITUTIONS AND ITS IMPLICATIONS FOR THE INTEREST RATE,Harry G. Guthmann,,https://doi.org/10.1111/j.1540-6261.1950.tb02471.x,https://doi.org/10.1111/j.1540-6261.1950.tb02471.x,
1950,5,1,3/1950,FRANK D. GRAHAM AND THE CLASSICAL THEORY OF INTERNATIONAL TRADE,Samuel E. Braden,,https://doi.org/10.1111/j.1540-6261.1950.tb02472.x,https://doi.org/10.1111/j.1540-6261.1950.tb02472.x,
1950,5,1,3/1950,A NEW SUPERVISORY VIEW OF BANK CAPITAL,Roland I. Robinson,,https://doi.org/10.1111/j.1540-6261.1950.tb02473.x,https://doi.org/10.1111/j.1540-6261.1950.tb02473.x,
1950,5,1,3/1950,FISCAL POLICY IN JAPAN,Jerome B. Cohen,,https://doi.org/10.1111/j.1540-6261.1950.tb02474.x,https://doi.org/10.1111/j.1540-6261.1950.tb02474.x,
1950,5,2,6/1950,THE FEDERAL BUDGET*,Paul H. Douglas,,https://doi.org/10.1111/j.1540-6261.1950.tb02475.x,https://doi.org/10.1111/j.1540-6261.1950.tb02475.x,
1950,5,2,6/1950,"CO‐ORDINATION OF MONETARY, BANK SUPERVISORY, AND LOAN AGENCIES OF THE FEDERAL GOVERNMENT*",Clark Warburton,,https://doi.org/10.1111/j.1540-6261.1950.tb02476.x,https://doi.org/10.1111/j.1540-6261.1950.tb02476.x,
1950,5,2,6/1950,THE IMPORTANCE OF EQUITY FINANCING IN THE AMERICAN ECONOMY*,Jules I. Bogen,,https://doi.org/10.1111/j.1540-6261.1950.tb02477.x,https://doi.org/10.1111/j.1540-6261.1950.tb02477.x,
1950,5,2,6/1950,INVESTMENT IN EQUITIES BY LIFE INSURANCE COMPANIES*,Homer Jones,,https://doi.org/10.1111/j.1540-6261.1950.tb02478.x,https://doi.org/10.1111/j.1540-6261.1950.tb02478.x,
1950,5,2,6/1950,CAN INDIVIDUAL INVESTORS BE INDUCED TO FURNISH MORE EQUITY CAPITAL?,Lewis A. Froman,,https://doi.org/10.1111/j.1540-6261.1950.tb02479.x,https://doi.org/10.1111/j.1540-6261.1950.tb02479.x,
1950,5,2,6/1950,INDIVIDUAL INVESTMENT POLICY AND THE NEW ECONOMICS,Paul F. Wendt,,https://doi.org/10.1111/j.1540-6261.1950.tb02480.x,https://doi.org/10.1111/j.1540-6261.1950.tb02480.x,
1950,5,3,9/1950,FOREIGN DOLLAR BONDS: PRESENT STATUS AND POSSIBILITIES OF FUTURE FINANCING,H. J. Dernburg,,https://doi.org/10.1111/j.1540-6261.1950.tb03786.x,https://doi.org/10.1111/j.1540-6261.1950.tb03786.x,
1950,5,3,9/1950,THE FEDERAL MUNICIPAL BANKRUPTCY ACT,Henry W. Lehmann,,https://doi.org/10.1111/j.1540-6261.1950.tb03787.x,https://doi.org/10.1111/j.1540-6261.1950.tb03787.x,
1950,5,3,9/1950,"STOCK PRICES, DEATH TAX REVENUES, AND TAX EQUITY",C. Lowell Harriss,,https://doi.org/10.1111/j.1540-6261.1950.tb03788.x,https://doi.org/10.1111/j.1540-6261.1950.tb03788.x,
1950,5,3,9/1950,MATERIALS AND METHODS OF TEACHING BUSINESS FINANCE (I)*,Donald M. Halley,,https://doi.org/10.1111/j.1540-6261.1950.tb03789.x,https://doi.org/10.1111/j.1540-6261.1950.tb03789.x,
1950,5,3,9/1950,MATERIALS AND METHODS OF TEACHING BUSINESS FINANCE (II),Francis J. Calkins,,https://doi.org/10.1111/j.1540-6261.1950.tb03790.x,https://doi.org/10.1111/j.1540-6261.1950.tb03790.x,
1950,5,3,9/1950,MATERIALS AND METHODS OF TEACHING BUSINESS FINANCE (III),Pearson Hunt,,https://doi.org/10.1111/j.1540-6261.1950.tb03791.x,https://doi.org/10.1111/j.1540-6261.1950.tb03791.x,
1950,5,3,9/1950,MATERIALS AND METHODS OF TEACHING BUSINESS FINANCE (IV),Chelcie C. Bosland,,https://doi.org/10.1111/j.1540-6261.1950.tb03792.x,https://doi.org/10.1111/j.1540-6261.1950.tb03792.x,
1950,5,3,9/1950,MATERIALS AND METHODS OF TEACHING BUSINESS FINANCE: A SYNTHESIS,Miller Upton,,https://doi.org/10.1111/j.1540-6261.1950.tb03793.x,https://doi.org/10.1111/j.1540-6261.1950.tb03793.x,
1950,5,3,9/1950,“CANADA'S POSTWAR BALANCE OF PAYMENTS: A CASE STUDY OF REMEDIES FOR BALANCE OF PAYMENTS DISEQUILIBRIUM” (A DOCTORAL DISSERTATION)*,John R. Woodley,,https://doi.org/10.1111/j.1540-6261.1950.tb03794.x,https://doi.org/10.1111/j.1540-6261.1950.tb03794.x,
1950,5,3,9/1950,A COMMUNICATION,Bion B. Howard,,https://doi.org/10.1111/j.1540-6261.1950.tb03795.x,https://doi.org/10.1111/j.1540-6261.1950.tb03795.x,
1950,5,4,12/1950,INSURANCE COMPANY URBAN MORTGAGE LENDING AND THE BUSINESS CYCLE*,R. J. Saulnier,,https://doi.org/10.1111/j.1540-6261.1950.tb03796.x,https://doi.org/10.1111/j.1540-6261.1950.tb03796.x,
1950,5,4,12/1950,CHANGING INSTITUTIONAL PATTERNS OF MORTGAGE LENDING,Ernest M. Fisher,,https://doi.org/10.1111/j.1540-6261.1950.tb03797.x,https://doi.org/10.1111/j.1540-6261.1950.tb03797.x,
1950,5,4,12/1950,LIQUIDITY: A GROWING ATTRIBUTE OF MORTGAGE LOAN PORTFOLIOS,L. Douglas Meredith,,https://doi.org/10.1111/j.1540-6261.1950.tb03798.x,https://doi.org/10.1111/j.1540-6261.1950.tb03798.x,
1950,5,4,12/1950,DISCUSSION,"B. H. Beckhart, Carl F. Behrens, George N. Emory, Shirley K. Hart, James J. O'leary, A. M. Weimer",,https://doi.org/10.1111/j.1540-6261.1950.tb03799.x,https://doi.org/10.1111/j.1540-6261.1950.tb03799.x,
1950,5,4,12/1950,DISTRIBUTION OF NEW SECURITIES IN SEC. 77 REORGANIZATIONS,Edward T. P. Watson,,https://doi.org/10.1111/j.1540-6261.1950.tb03800.x,https://doi.org/10.1111/j.1540-6261.1950.tb03800.x,
1950,5,4,12/1950,RECONCILING MONETARY MANAGEMENT AND DEBT MANAGEMENT POLICIES,Donald C. Miller,,https://doi.org/10.1111/j.1540-6261.1950.tb03801.x,https://doi.org/10.1111/j.1540-6261.1950.tb03801.x,
1950,5,4,12/1950,COMMON STOCKS AND “SAFETY OF PRINCIPAL”,Douglas A. Hayes,,https://doi.org/10.1111/j.1540-6261.1950.tb03802.x,https://doi.org/10.1111/j.1540-6261.1950.tb03802.x,
1950,5,4,12/1950,PROFESSOR SLICHTER ON BUDGET DEFICITS AND THE FUTURE MONEY SUPPLY,Clifton H. Kreps,,https://doi.org/10.1111/j.1540-6261.1950.tb03803.x,https://doi.org/10.1111/j.1540-6261.1950.tb03803.x,
1950,5,4,12/1950,SOME SUGGESTED CHANGES IN THE CORPORATE TAX STRUCTURE,"Eli Schwartz, Roger C. Van Tassel",,https://doi.org/10.1111/j.1540-6261.1950.tb03804.x,https://doi.org/10.1111/j.1540-6261.1950.tb03804.x,
1950,5,4,12/1950,A FURTHER NOTE ON BANK SUPERVISION AND MONETARY POLICY,G. L. Bach,,https://doi.org/10.1111/j.1540-6261.1950.tb03805.x,https://doi.org/10.1111/j.1540-6261.1950.tb03805.x,
1951,6,1,3/1951,THE ROLE OF NET GOVERNMENT CONTRIBUTION TO INCOME IN THE RECESSION AND REVIVAL OF 1937–38*,Kenneth D. Roose,,https://doi.org/10.1111/j.1540-6261.1951.tb04437.x,https://doi.org/10.1111/j.1540-6261.1951.tb04437.x,
1951,6,1,3/1951,CRITERIA OF “ADEQUATE” GOVERNMENTAL EXPENDITURE AND THEIR IMPLICATIONS,Alice John Vandermeulen,,https://doi.org/10.1111/j.1540-6261.1951.tb04438.x,https://doi.org/10.1111/j.1540-6261.1951.tb04438.x,
1951,6,1,3/1951,A FINANCIAL SURVEY OF BRITISH HOUSING SINCE 1919,A. C. Cope,,https://doi.org/10.1111/j.1540-6261.1951.tb04439.x,https://doi.org/10.1111/j.1540-6261.1951.tb04439.x,
1951,6,1,3/1951,TREASURY INVESTMENT FUNDS AND OPEN‐MARKET OPERATIONS*,W. N. Peach,,https://doi.org/10.1111/j.1540-6261.1951.tb04440.x,https://doi.org/10.1111/j.1540-6261.1951.tb04440.x,
1951,6,1,3/1951,THE FEDERAL NATIONAL MORTGAGE ASSOCIATION,R. W. Lindholm,,https://doi.org/10.1111/j.1540-6261.1951.tb04441.x,https://doi.org/10.1111/j.1540-6261.1951.tb04441.x,
1951,6,1,3/1951,THE PHILOSOPHY OF BANK CAPITALIZATION*,Edison H. Cramer,,https://doi.org/10.1111/j.1540-6261.1951.tb04442.x,https://doi.org/10.1111/j.1540-6261.1951.tb04442.x,
1951,6,1,3/1951,A NOTE ON THE RETIREMENT OF PUBLIC DEBT DURING INFLATION*,Lawrence S. Ritter,,https://doi.org/10.1111/j.1540-6261.1951.tb04443.x,https://doi.org/10.1111/j.1540-6261.1951.tb04443.x,
1951,6,1,3/1951,THE POST‐WAR ITALIAN ECONOMY AND INTERNATIONAL COMMERCE,Flournoy A. Coles,,https://doi.org/10.1111/j.1540-6261.1951.tb04444.x,https://doi.org/10.1111/j.1540-6261.1951.tb04444.x,
1951,6,1,3/1951,FLUCTUATIONS IN OUR PRIVATE CLAIM‐DEBT STRUCTURE AND MONETARY POLICY,Roland N. McKean,,https://doi.org/10.1111/j.1540-6261.1951.tb04445.x,https://doi.org/10.1111/j.1540-6261.1951.tb04445.x,
1951,6,1,3/1951,FEDERAL TAXING AND SPENDING IN VIRGINIA: A QUANTITATIVE STUDY,George W. McKinney,,https://doi.org/10.1111/j.1540-6261.1951.tb04446.x,https://doi.org/10.1111/j.1540-6261.1951.tb04446.x,
1951,6,2,6/1951,UNUSUAL FEATURES OF LIFE INSURANCE INVESTING*,Sherwin C. Badger,,https://doi.org/10.1111/j.1540-6261.1951.tb04447.x,https://doi.org/10.1111/j.1540-6261.1951.tb04447.x,
